student_id,type_name,day,hour,minute,day_of_week,duration,is_weekend,is_morning,is_afternoon,is_evening,is_peak,minutes_since_midnight,duration_category,is_early_morning,is_peak_or_weekend,daily_activity_count
15,Individual Assignment,Friday,23,46,5,9.0,0,0,0,0,0,1426,short,0,0,1
15,Individual Assignment,Friday,23,40,5,19.0,0,0,0,0,0,1420,medium,0,0,2
15,Individual Assignment,Friday,23,39,5,19.0,0,0,0,0,0,1419,medium,0,0,3
16,Individual Assignment,Thursday,21,25,4,16.0,0,0,0,1,1,1285,medium,0,1,1
16,Individual Assignment,Sunday,7,21,7,5.0,1,1,0,0,0,441,short,0,1,1
16,Individual Assignment,Sunday,7,22,7,17.0,1,1,0,0,0,442,medium,0,1,2
16,Group Assignment,Wednesday,6,32,3,14.0,0,1,0,0,0,392,medium,0,0,1
16,Group Assignment,Wednesday,6,31,3,17.0,0,1,0,0,0,391,medium,0,0,2
16,Group Assignment,Wednesday,6,34,3,13.0,0,1,0,0,0,394,medium,0,0,3
16,Quiz,Monday,15,35,1,28.0,0,0,1,0,0,935,medium,0,0,1
16,Quiz,Monday,15,33,1,12.0,0,0,1,0,0,933,medium,0,0,2
16,Quiz,Monday,15,36,1,26.0,0,0,1,0,0,936,medium,0,0,3
16,Forum,Saturday,20,39,6,19.0,1,0,0,1,1,1239,medium,0,1,1
16,Group Assignment,Monday,23,7,1,9.0,0,0,0,0,0,1387,short,0,0,4
16,Group Assignment,Monday,23,0,1,12.0,0,0,0,0,0,1380,medium,0,0,5
16,Group Assignment,Monday,23,10,1,29.0,0,0,0,0,0,1390,medium,0,0,6
16,Group Assignment,Monday,15,34,1,21.0,0,0,1,0,0,934,medium,0,0,1
16,Group Assignment,Monday,15,36,1,29.0,0,0,1,0,0,936,medium,0,0,2
16,Forum,Sunday,11,31,7,11.0,1,1,0,0,0,691,medium,0,1,1
16,Forum,Sunday,11,29,7,19.0,1,1,0,0,0,689,medium,0,1,2
16,Forum,Sunday,11,27,7,10.0,1,1,0,0,0,687,short,0,1,3
16,Individual Assignment,Wednesday,5,35,3,7.0,0,0,0,0,0,335,short,1,0,1
16,Individual Assignment,Wednesday,5,32,3,19.0,0,0,0,0,0,332,medium,1,0,2
16,Individual Assignment,Wednesday,5,38,3,7.0,0,0,0,0,0,338,short,1,0,3
16,Group Assignment,Sunday,2,33,7,6.0,1,0,0,0,0,153,short,1,1,3
16,Forum,Friday,16,7,5,19.0,0,0,1,0,0,967,medium,0,0,1
16,Forum,Friday,16,5,5,7.0,0,0,1,0,0,965,short,0,0,2
16,Individual Assignment,Tuesday,0,42,2,11.0,0,0,0,0,0,42,medium,1,0,1
16,Individual Assignment,Tuesday,0,51,2,25.0,0,0,0,0,0,51,medium,1,0,2
16,Group Assignment,Thursday,19,10,4,9.0,0,0,0,1,1,1150,short,0,1,2
16,Group Assignment,Thursday,19,12,4,14.0,0,0,0,1,1,1152,medium,0,1,3
16,Group Assignment,Friday,18,49,5,14.0,0,0,0,1,0,1129,medium,0,0,1
16,Group Assignment,Friday,18,48,5,23.0,0,0,0,1,0,1128,medium,0,0,2
16,Individual Assignment,Friday,23,45,5,7.0,0,0,0,0,0,1425,short,0,0,1
16,Individual Assignment,Friday,23,39,5,13.0,0,0,0,0,0,1419,medium,0,0,2
17,Individual Assignment,Thursday,21,28,4,10.0,0,0,0,1,1,1288,short,0,1,1
17,Individual Assignment,Thursday,21,31,4,27.0,0,0,0,1,1,1291,medium,0,1,2
17,Individual Assignment,Thursday,21,34,4,23.0,0,0,0,1,1,1294,medium,0,1,3
17,Individual Assignment,Sunday,7,24,7,23.0,1,1,0,0,0,444,medium,0,1,1
17,Individual Assignment,Sunday,7,21,7,7.0,1,1,0,0,0,441,short,0,1,2
17,Group Assignment,Wednesday,6,32,3,8.0,0,1,0,0,0,392,short,0,0,1
17,Group Assignment,Wednesday,6,25,3,20.0,0,1,0,0,0,385,medium,0,0,2
17,Quiz,Monday,15,32,1,6.0,0,0,1,0,0,932,short,0,0,1
17,Forum,Saturday,20,36,6,28.0,1,0,0,1,1,1236,medium,0,1,1
17,Forum,Saturday,20,40,6,30.0,1,0,0,1,1,1240,medium,0,1,2
17,Group Assignment,Monday,23,3,1,27.0,0,0,0,0,0,1383,medium,0,0,2
17,Group Assignment,Monday,23,5,1,29.0,0,0,0,0,0,1385,medium,0,0,3
17,Group Assignment,Monday,15,41,1,8.0,0,0,1,0,0,941,short,0,0,1
17,Group Assignment,Monday,15,32,1,16.0,0,0,1,0,0,932,medium,0,0,2
17,Forum,Sunday,11,28,7,12.0,1,1,0,0,0,688,medium,0,1,1
17,Forum,Sunday,11,25,7,8.0,1,1,0,0,0,685,short,0,1,2
17,Individual Assignment,Wednesday,5,36,3,7.0,0,0,0,0,0,336,short,1,0,1
17,Individual Assignment,Wednesday,5,35,3,20.0,0,0,0,0,0,335,medium,1,0,2
17,Group Assignment,Sunday,2,39,7,17.0,1,0,0,0,0,159,medium,1,1,3
17,Group Assignment,Sunday,2,31,7,20.0,1,0,0,0,0,151,medium,1,1,4
17,Group Assignment,Sunday,2,36,7,15.0,1,0,0,0,0,156,medium,1,1,5
17,Forum,Friday,16,6,5,18.0,0,0,1,0,0,966,medium,0,0,1
17,Forum,Friday,16,0,5,30.0,0,0,1,0,0,960,medium,0,0,2
17,Forum,Friday,16,9,5,14.0,0,0,1,0,0,969,medium,0,0,3
17,Individual Assignment,Tuesday,0,51,2,28.0,0,0,0,0,0,51,medium,1,0,1
17,Group Assignment,Thursday,19,11,4,15.0,0,0,0,1,1,1151,medium,0,1,4
17,Group Assignment,Friday,18,49,5,21.0,0,0,0,1,0,1129,medium,0,0,1
17,Group Assignment,Friday,18,51,5,30.0,0,0,0,1,0,1131,medium,0,0,2
17,Individual Assignment,Friday,23,40,5,22.0,0,0,0,0,0,1420,medium,0,0,1
18,Individual Assignment,Thursday,21,34,4,18.0,0,0,0,1,1,1294,medium,0,1,1
18,Individual Assignment,Thursday,21,29,4,18.0,0,0,0,1,1,1289,medium,0,1,2
18,Individual Assignment,Sunday,7,23,7,12.0,1,1,0,0,0,443,medium,0,1,1
18,Group Assignment,Wednesday,6,28,3,14.0,0,1,0,0,0,388,medium,0,0,1
18,Group Assignment,Wednesday,6,35,3,5.0,0,1,0,0,0,395,short,0,0,2
18,Group Assignment,Wednesday,6,33,3,9.0,0,1,0,0,0,393,short,0,0,3
18,Quiz,Monday,15,28,1,26.0,0,0,1,0,0,928,medium,0,0,1
18,Forum,Saturday,20,35,6,24.0,1,0,0,1,1,1235,medium,0,1,1
18,Forum,Saturday,20,31,6,16.0,1,0,0,1,1,1231,medium,0,1,2
18,Forum,Saturday,20,34,6,26.0,1,0,0,1,1,1234,medium,0,1,3
18,Group Assignment,Monday,23,7,1,27.0,0,0,0,0,0,1387,medium,0,0,2
18,Group Assignment,Monday,23,6,1,11.0,0,0,0,0,0,1386,medium,0,0,3
18,Group Assignment,Monday,15,31,1,24.0,0,0,1,0,0,931,medium,0,0,1
18,Group Assignment,Monday,15,36,1,22.0,0,0,1,0,0,936,medium,0,0,2
18,Forum,Sunday,11,29,7,16.0,1,1,0,0,0,689,medium,0,1,1
18,Forum,Sunday,11,25,7,7.0,1,1,0,0,0,685,short,0,1,2
18,Forum,Sunday,11,30,7,28.0,1,1,0,0,0,690,medium,0,1,3
18,Individual Assignment,Wednesday,5,33,3,23.0,0,0,0,0,0,333,medium,1,0,1
18,Individual Assignment,Wednesday,5,36,3,14.0,0,0,0,0,0,336,medium,1,0,2
18,Group Assignment,Sunday,2,35,7,28.0,1,0,0,0,0,155,medium,1,1,2
18,Group Assignment,Sunday,2,31,7,6.0,1,0,0,0,0,151,short,1,1,3
18,Forum,Friday,16,9,5,9.0,0,0,1,0,0,969,short,0,0,1
18,Forum,Friday,16,4,5,19.0,0,0,1,0,0,964,medium,0,0,2
18,Individual Assignment,Tuesday,0,44,2,16.0,0,0,0,0,0,44,medium,1,0,1
18,Individual Assignment,Tuesday,0,50,2,23.0,0,0,0,0,0,50,medium,1,0,2
18,Group Assignment,Thursday,19,3,4,27.0,0,0,0,1,1,1143,medium,0,1,3
18,Group Assignment,Thursday,19,12,4,15.0,0,0,0,1,1,1152,medium,0,1,4
18,Group Assignment,Friday,18,53,5,6.0,0,0,0,1,0,1133,short,0,0,1
18,Group Assignment,Friday,18,55,5,17.0,0,0,0,1,0,1135,medium,0,0,2
18,Individual Assignment,Friday,23,42,5,17.0,0,0,0,0,0,1422,medium,0,0,1
19,Individual Assignment,Thursday,21,31,4,30.0,0,0,0,1,1,1291,medium,0,1,1
19,Individual Assignment,Sunday,7,25,7,9.0,1,1,0,0,0,445,short,0,1,1
19,Individual Assignment,Sunday,7,16,7,18.0,1,1,0,0,0,436,medium,0,1,2
19,Group Assignment,Wednesday,6,34,3,14.0,0,1,0,0,0,394,medium,0,0,1
19,Group Assignment,Wednesday,6,31,3,24.0,0,1,0,0,0,391,medium,0,0,2
19,Quiz,Monday,15,29,1,17.0,0,0,1,0,0,929,medium,0,0,1
19,Forum,Saturday,20,40,6,22.0,1,0,0,1,1,1240,medium,0,1,1
19,Forum,Saturday,20,36,6,26.0,1,0,0,1,1,1236,medium,0,1,2
19,Group Assignment,Monday,23,5,1,18.0,0,0,0,0,0,1385,medium,0,0,2
19,Group Assignment,Monday,23,1,1,18.0,0,0,0,0,0,1381,medium,0,0,3
19,Group Assignment,Monday,15,39,1,14.0,0,0,1,0,0,939,medium,0,0,1
19,Group Assignment,Monday,15,35,1,9.0,0,0,1,0,0,935,short,0,0,2
19,Forum,Sunday,11,24,7,6.0,1,1,0,0,0,684,short,0,1,1
19,Forum,Sunday,11,33,7,16.0,1,1,0,0,0,693,medium,0,1,2
19,Individual Assignment,Wednesday,5,32,3,25.0,0,0,0,0,0,332,medium,1,0,1
19,Individual Assignment,Wednesday,5,38,3,10.0,0,0,0,0,0,338,short,1,0,2
19,Group Assignment,Sunday,2,32,7,27.0,1,0,0,0,0,152,medium,1,1,3
19,Group Assignment,Sunday,2,31,7,21.0,1,0,0,0,0,151,medium,1,1,4
19,Group Assignment,Sunday,2,35,7,17.0,1,0,0,0,0,155,medium,1,1,5
19,Forum,Friday,16,1,5,13.0,0,0,1,0,0,961,medium,0,0,1
19,Individual Assignment,Tuesday,0,49,2,15.0,0,0,0,0,0,49,medium,1,0,1
19,Group Assignment,Thursday,19,7,4,21.0,0,0,0,1,1,1147,medium,0,1,2
19,Group Assignment,Friday,18,48,5,16.0,0,0,0,1,0,1128,medium,0,0,1
19,Group Assignment,Friday,18,45,5,17.0,0,0,0,1,0,1125,medium,0,0,2
19,Individual Assignment,Friday,23,45,5,10.0,0,0,0,0,0,1425,short,0,0,1
19,Individual Assignment,Friday,23,42,5,7.0,0,0,0,0,0,1422,short,0,0,2
19,Individual Assignment,Friday,23,47,5,22.0,0,0,0,0,0,1427,medium,0,0,3
20,Individual Assignment,Thursday,21,26,4,21.0,0,0,0,1,1,1286,medium,0,1,1
20,Individual Assignment,Thursday,21,28,4,23.0,0,0,0,1,1,1288,medium,0,1,2
20,Individual Assignment,Sunday,7,17,7,25.0,1,1,0,0,0,437,medium,0,1,1
20,Group Assignment,Wednesday,6,27,3,13.0,0,1,0,0,0,387,medium,0,0,1
20,Quiz,Monday,15,35,1,17.0,0,0,1,0,0,935,medium,0,0,1
20,Quiz,Monday,15,33,1,14.0,0,0,1,0,0,933,medium,0,0,2
20,Forum,Saturday,20,37,6,24.0,1,0,0,1,1,1237,medium,0,1,1
20,Group Assignment,Monday,23,2,1,27.0,0,0,0,0,0,1382,medium,0,0,3
20,Group Assignment,Monday,23,4,1,8.0,0,0,0,0,0,1384,short,0,0,4
20,Group Assignment,Monday,15,39,1,10.0,0,0,1,0,0,939,short,0,0,1
20,Group Assignment,Monday,15,31,1,28.0,0,0,1,0,0,931,medium,0,0,2
20,Group Assignment,Monday,15,36,1,13.0,0,0,1,0,0,936,medium,0,0,3
20,Forum,Sunday,11,30,7,25.0,1,1,0,0,0,690,medium,0,1,1
20,Forum,Sunday,11,28,7,14.0,1,1,0,0,0,688,medium,0,1,2
20,Individual Assignment,Wednesday,5,35,3,17.0,0,0,0,0,0,335,medium,1,0,1
20,Individual Assignment,Wednesday,5,36,3,13.0,0,0,0,0,0,336,medium,1,0,2
20,Individual Assignment,Wednesday,5,33,3,16.0,0,0,0,0,0,333,medium,1,0,3
20,Group Assignment,Sunday,2,35,7,28.0,1,0,0,0,0,155,medium,1,1,2
20,Forum,Friday,16,8,5,20.0,0,0,1,0,0,968,medium,0,0,1
20,Forum,Friday,16,4,5,30.0,0,0,1,0,0,964,medium,0,0,2
20,Individual Assignment,Tuesday,0,47,2,29.0,0,0,0,0,0,47,medium,1,0,1
20,Individual Assignment,Tuesday,0,42,2,18.0,0,0,0,0,0,42,medium,1,0,2
20,Group Assignment,Thursday,19,5,4,24.0,0,0,0,1,1,1145,medium,0,1,3
20,Group Assignment,Thursday,19,3,4,16.0,0,0,0,1,1,1143,medium,0,1,4
20,Group Assignment,Friday,18,50,5,16.0,0,0,0,1,0,1130,medium,0,0,1
20,Individual Assignment,Friday,23,45,5,15.0,0,0,0,0,0,1425,medium,0,0,1
21,Individual Assignment,Thursday,21,27,4,21.0,0,0,0,1,1,1287,medium,0,1,1
21,Individual Assignment,Sunday,7,22,7,27.0,1,1,0,0,0,442,medium,0,1,1
21,Individual Assignment,Sunday,7,18,7,25.0,1,1,0,0,0,438,medium,0,1,2
21,Group Assignment,Wednesday,6,25,3,22.0,0,1,0,0,0,385,medium,0,0,1
21,Group Assignment,Wednesday,6,29,3,9.0,0,1,0,0,0,389,short,0,0,2
21,Quiz,Monday,15,27,1,21.0,0,0,1,0,0,927,medium,0,0,1
21,Forum,Saturday,20,32,6,20.0,1,0,0,1,1,1232,medium,0,1,1
21,Group Assignment,Monday,23,4,1,15.0,0,0,0,0,0,1384,medium,0,0,2
21,Group Assignment,Monday,23,1,1,28.0,0,0,0,0,0,1381,medium,0,0,3
21,Group Assignment,Monday,23,7,1,12.0,0,0,0,0,0,1387,medium,0,0,4
21,Group Assignment,Monday,15,35,1,25.0,0,0,1,0,0,935,medium,0,0,1
21,Group Assignment,Monday,15,33,1,26.0,0,0,1,0,0,933,medium,0,0,2
21,Forum,Sunday,11,32,7,9.0,1,1,0,0,0,692,short,0,1,1
21,Forum,Sunday,11,30,7,27.0,1,1,0,0,0,690,medium,0,1,2
21,Individual Assignment,Wednesday,5,30,3,5.0,0,0,0,0,0,330,short,1,0,1
21,Individual Assignment,Wednesday,5,39,3,10.0,0,0,0,0,0,339,short,1,0,2
21,Individual Assignment,Wednesday,5,35,3,27.0,0,0,0,0,0,335,medium,1,0,3
21,Group Assignment,Sunday,2,33,7,28.0,1,0,0,0,0,153,medium,1,1,3
21,Forum,Friday,16,7,5,15.0,0,0,1,0,0,967,medium,0,0,1
21,Individual Assignment,Tuesday,0,50,2,11.0,0,0,0,0,0,50,medium,1,0,1
21,Individual Assignment,Tuesday,0,51,2,6.0,0,0,0,0,0,51,short,1,0,2
21,Group Assignment,Thursday,19,11,4,6.0,0,0,0,1,1,1151,short,0,1,2
21,Group Assignment,Thursday,19,13,4,24.0,0,0,0,1,1,1153,medium,0,1,3
21,Group Assignment,Thursday,19,5,4,26.0,0,0,0,1,1,1145,medium,0,1,4
21,Group Assignment,Friday,18,51,5,26.0,0,0,0,1,0,1131,medium,0,0,1
21,Individual Assignment,Friday,23,47,5,22.0,0,0,0,0,0,1427,medium,0,0,1
22,Individual Assignment,Thursday,21,30,4,12.0,0,0,0,1,1,1290,medium,0,1,1
22,Individual Assignment,Sunday,7,25,7,15.0,1,1,0,0,0,445,medium,0,1,1
22,Individual Assignment,Sunday,7,20,7,20.0,1,1,0,0,0,440,medium,0,1,2
22,Group Assignment,Wednesday,6,26,3,14.0,0,1,0,0,0,386,medium,0,0,1
22,Group Assignment,Wednesday,6,25,3,8.0,0,1,0,0,0,385,short,0,0,2
22,Group Assignment,Wednesday,6,35,3,13.0,0,1,0,0,0,395,medium,0,0,3
22,Quiz,Monday,15,33,1,16.0,0,0,1,0,0,933,medium,0,0,1
22,Quiz,Monday,15,28,1,21.0,0,0,1,0,0,928,medium,0,0,2
22,Forum,Saturday,20,36,6,5.0,1,0,0,1,1,1236,short,0,1,1
22,Forum,Saturday,20,35,6,19.0,1,0,0,1,1,1235,medium,0,1,2
22,Forum,Saturday,20,34,6,27.0,1,0,0,1,1,1234,medium,0,1,3
22,Group Assignment,Monday,23,8,1,25.0,0,0,0,0,0,1388,medium,0,0,3
22,Group Assignment,Monday,15,38,1,11.0,0,0,1,0,0,938,medium,0,0,1
22,Group Assignment,Monday,15,35,1,28.0,0,0,1,0,0,935,medium,0,0,2
22,Forum,Sunday,11,28,7,10.0,1,1,0,0,0,688,short,0,1,1
22,Forum,Sunday,11,24,7,18.0,1,1,0,0,0,684,medium,0,1,2
22,Forum,Sunday,11,30,7,6.0,1,1,0,0,0,690,short,0,1,3
22,Individual Assignment,Wednesday,5,37,3,12.0,0,0,0,0,0,337,medium,1,0,1
22,Group Assignment,Sunday,2,38,7,17.0,1,0,0,0,0,158,medium,1,1,3
22,Forum,Friday,16,9,5,24.0,0,0,1,0,0,969,medium,0,0,1
22,Individual Assignment,Tuesday,0,42,2,7.0,0,0,0,0,0,42,short,1,0,1
22,Group Assignment,Thursday,19,10,4,21.0,0,0,0,1,1,1150,medium,0,1,2
22,Group Assignment,Friday,18,51,5,7.0,0,0,0,1,0,1131,short,0,0,1
22,Group Assignment,Friday,18,45,5,10.0,0,0,0,1,0,1125,short,0,0,2
22,Individual Assignment,Friday,23,45,5,20.0,0,0,0,0,0,1425,medium,0,0,1
22,Individual Assignment,Friday,23,38,5,10.0,0,0,0,0,0,1418,short,0,0,2
22,Individual Assignment,Friday,23,42,5,15.0,0,0,0,0,0,1422,medium,0,0,3
23,Individual Assignment,Thursday,21,24,4,5.0,0,0,0,1,1,1284,short,0,1,1
23,Individual Assignment,Thursday,21,25,4,8.0,0,0,0,1,1,1285,short,0,1,2
23,Individual Assignment,Thursday,21,30,4,12.0,0,0,0,1,1,1290,medium,0,1,3
23,Individual Assignment,Sunday,7,22,7,6.0,1,1,0,0,0,442,short,0,1,1
23,Individual Assignment,Sunday,7,24,7,8.0,1,1,0,0,0,444,short,0,1,2
23,Group Assignment,Wednesday,6,32,3,9.0,0,1,0,0,0,392,short,0,0,1
23,Group Assignment,Wednesday,6,35,3,18.0,0,1,0,0,0,395,medium,0,0,2
23,Group Assignment,Wednesday,6,33,3,8.0,0,1,0,0,0,393,short,0,0,3
23,Quiz,Monday,15,36,1,19.0,0,0,1,0,0,936,medium,0,0,1
23,Forum,Saturday,20,33,6,15.0,1,0,0,1,1,1233,medium,0,1,1
23,Group Assignment,Monday,23,7,1,26.0,0,0,0,0,0,1387,medium,0,0,2
23,Group Assignment,Monday,23,1,1,19.0,0,0,0,0,0,1381,medium,0,0,3
23,Group Assignment,Monday,15,39,1,9.0,0,0,1,0,0,939,short,0,0,1
23,Forum,Sunday,11,24,7,8.0,1,1,0,0,0,684,short,0,1,1
23,Forum,Sunday,11,27,7,21.0,1,1,0,0,0,687,medium,0,1,2
23,Individual Assignment,Wednesday,5,40,3,13.0,0,0,0,0,0,340,medium,1,0,1
23,Individual Assignment,Wednesday,5,37,3,22.0,0,0,0,0,0,337,medium,1,0,2
23,Group Assignment,Sunday,2,36,7,15.0,1,0,0,0,0,156,medium,1,1,3
23,Group Assignment,Sunday,2,39,7,16.0,1,0,0,0,0,159,medium,1,1,4
23,Forum,Friday,16,4,5,9.0,0,0,1,0,0,964,short,0,0,1
23,Individual Assignment,Tuesday,0,42,2,8.0,0,0,0,0,0,42,short,1,0,1
23,Group Assignment,Thursday,19,12,4,27.0,0,0,0,1,1,1152,medium,0,1,4
23,Group Assignment,Thursday,19,8,4,22.0,0,0,0,1,1,1148,medium,0,1,5
23,Group Assignment,Thursday,19,7,4,10.0,0,0,0,1,1,1147,short,0,1,6
23,Group Assignment,Friday,18,51,5,26.0,0,0,0,1,0,1131,medium,0,0,1
23,Individual Assignment,Friday,23,45,5,5.0,0,0,0,0,0,1425,short,0,0,1
24,Individual Assignment,Thursday,21,26,4,30.0,0,0,0,1,1,1286,medium,0,1,1
24,Individual Assignment,Sunday,7,24,7,27.0,1,1,0,0,0,444,medium,0,1,1
24,Group Assignment,Wednesday,6,34,3,16.0,0,1,0,0,0,394,medium,0,0,1
24,Group Assignment,Wednesday,6,25,3,12.0,0,1,0,0,0,385,medium,0,0,2
24,Quiz,Monday,15,30,1,20.0,0,0,1,0,0,930,medium,0,0,1
24,Forum,Saturday,20,35,6,7.0,1,0,0,1,1,1235,short,0,1,1
24,Group Assignment,Monday,23,8,1,8.0,0,0,0,0,0,1388,short,0,0,2
24,Group Assignment,Monday,23,6,1,10.0,0,0,0,0,0,1386,short,0,0,3
24,Group Assignment,Monday,23,1,1,24.0,0,0,0,0,0,1381,medium,0,0,4
24,Group Assignment,Monday,15,32,1,22.0,0,0,1,0,0,932,medium,0,0,1
24,Group Assignment,Monday,15,40,1,25.0,0,0,1,0,0,940,medium,0,0,2
24,Forum,Sunday,11,33,7,25.0,1,1,0,0,0,693,medium,0,1,1
24,Forum,Sunday,11,28,7,23.0,1,1,0,0,0,688,medium,0,1,2
24,Forum,Sunday,11,29,7,8.0,1,1,0,0,0,689,short,0,1,3
24,Individual Assignment,Wednesday,5,32,3,23.0,0,0,0,0,0,332,medium,1,0,1
24,Individual Assignment,Wednesday,5,36,3,16.0,0,0,0,0,0,336,medium,1,0,2
24,Individual Assignment,Wednesday,5,35,3,5.0,0,0,0,0,0,335,short,1,0,3
24,Group Assignment,Sunday,2,34,7,17.0,1,0,0,0,0,154,medium,1,1,2
24,Forum,Friday,16,7,5,5.0,0,0,1,0,0,967,short,0,0,1
24,Forum,Friday,16,3,5,16.0,0,0,1,0,0,963,medium,0,0,2
24,Individual Assignment,Tuesday,0,44,2,19.0,0,0,0,0,0,44,medium,1,0,1
24,Individual Assignment,Tuesday,0,42,2,23.0,0,0,0,0,0,42,medium,1,0,2
24,Group Assignment,Thursday,19,8,4,6.0,0,0,0,1,1,1148,short,0,1,2
24,Group Assignment,Friday,18,46,5,9.0,0,0,0,1,0,1126,short,0,0,1
24,Group Assignment,Friday,18,51,5,21.0,0,0,0,1,0,1131,medium,0,0,2
24,Individual Assignment,Friday,23,42,5,16.0,0,0,0,0,0,1422,medium,0,0,1
26,Individual Assignment,Thursday,21,31,4,5.0,0,0,0,1,1,1291,short,0,1,1
26,Individual Assignment,Sunday,7,21,7,11.0,1,1,0,0,0,441,medium,0,1,1
26,Individual Assignment,Sunday,7,23,7,16.0,1,1,0,0,0,443,medium,0,1,2
26,Group Assignment,Wednesday,6,29,3,24.0,0,1,0,0,0,389,medium,0,0,1
26,Group Assignment,Wednesday,6,28,3,15.0,0,1,0,0,0,388,medium,0,0,2
26,Group Assignment,Wednesday,6,32,3,9.0,0,1,0,0,0,392,short,0,0,3
26,Quiz,Monday,15,35,1,9.0,0,0,1,0,0,935,short,0,0,1
26,Quiz,Monday,15,27,1,15.0,0,0,1,0,0,927,medium,0,0,2
26,Forum,Saturday,20,31,6,25.0,1,0,0,1,1,1231,medium,0,1,1
26,Forum,Saturday,20,39,6,6.0,1,0,0,1,1,1239,short,0,1,2
26,Group Assignment,Monday,23,9,1,11.0,0,0,0,0,0,1389,medium,0,0,3
26,Group Assignment,Monday,15,41,1,20.0,0,0,1,0,0,941,medium,0,0,1
26,Group Assignment,Monday,15,31,1,5.0,0,0,1,0,0,931,short,0,0,2
26,Group Assignment,Monday,15,39,1,15.0,0,0,1,0,0,939,medium,0,0,3
26,Forum,Sunday,11,29,7,30.0,1,1,0,0,0,689,medium,0,1,1
26,Individual Assignment,Wednesday,5,35,3,26.0,0,0,0,0,0,335,medium,1,0,1
26,Individual Assignment,Wednesday,5,33,3,14.0,0,0,0,0,0,333,medium,1,0,2
26,Individual Assignment,Wednesday,5,36,3,18.0,0,0,0,0,0,336,medium,1,0,3
26,Group Assignment,Sunday,2,31,7,30.0,1,0,0,0,0,151,medium,1,1,3
26,Group Assignment,Sunday,2,38,7,25.0,1,0,0,0,0,158,medium,1,1,4
26,Group Assignment,Sunday,2,34,7,6.0,1,0,0,0,0,154,short,1,1,5
26,Forum,Friday,16,1,5,5.0,0,0,1,0,0,961,short,0,0,1
26,Forum,Friday,16,8,5,6.0,0,0,1,0,0,968,short,0,0,2
26,Forum,Friday,16,9,5,9.0,0,0,1,0,0,969,short,0,0,3
26,Individual Assignment,Tuesday,0,42,2,23.0,0,0,0,0,0,42,medium,1,0,1
26,Individual Assignment,Tuesday,0,44,2,22.0,0,0,0,0,0,44,medium,1,0,2
26,Group Assignment,Thursday,19,10,4,7.0,0,0,0,1,1,1150,short,0,1,2
26,Group Assignment,Friday,18,48,5,17.0,0,0,0,1,0,1128,medium,0,0,1
26,Individual Assignment,Friday,23,43,5,6.0,0,0,0,0,0,1423,short,0,0,1
27,Individual Assignment,Thursday,21,29,4,12.0,0,0,0,1,1,1289,medium,0,1,1
27,Individual Assignment,Thursday,21,24,4,8.0,0,0,0,1,1,1284,short,0,1,2
27,Individual Assignment,Thursday,21,34,4,12.0,0,0,0,1,1,1294,medium,0,1,3
27,Individual Assignment,Sunday,7,20,7,26.0,1,1,0,0,0,440,medium,0,1,1
27,Individual Assignment,Sunday,7,25,7,26.0,1,1,0,0,0,445,medium,0,1,2
27,Group Assignment,Wednesday,6,25,3,22.0,0,1,0,0,0,385,medium,0,0,1
27,Group Assignment,Wednesday,6,28,3,7.0,0,1,0,0,0,388,short,0,0,2
27,Quiz,Monday,15,32,1,28.0,0,0,1,0,0,932,medium,0,0,1
27,Quiz,Monday,15,33,1,6.0,0,0,1,0,0,933,short,0,0,2
27,Forum,Saturday,20,36,6,14.0,1,0,0,1,1,1236,medium,0,1,1
27,Forum,Saturday,20,33,6,6.0,1,0,0,1,1,1233,short,0,1,2
27,Group Assignment,Monday,23,5,1,11.0,0,0,0,0,0,1385,medium,0,0,3
27,Group Assignment,Monday,23,7,1,15.0,0,0,0,0,0,1387,medium,0,0,4
27,Group Assignment,Monday,15,34,1,27.0,0,0,1,0,0,934,medium,0,0,1
27,Forum,Sunday,11,27,7,14.0,1,1,0,0,0,687,medium,0,1,1
27,Forum,Sunday,11,29,7,13.0,1,1,0,0,0,689,medium,0,1,2
27,Forum,Sunday,11,32,7,14.0,1,1,0,0,0,692,medium,0,1,3
27,Individual Assignment,Wednesday,5,34,3,15.0,0,0,0,0,0,334,medium,1,0,1
27,Individual Assignment,Wednesday,5,35,3,29.0,0,0,0,0,0,335,medium,1,0,2
27,Group Assignment,Sunday,2,34,7,11.0,1,0,0,0,0,154,medium,1,1,3
27,Group Assignment,Sunday,2,33,7,12.0,1,0,0,0,0,153,medium,1,1,4
27,Forum,Friday,16,1,5,27.0,0,0,1,0,0,961,medium,0,0,1
27,Forum,Friday,16,0,5,16.0,0,0,1,0,0,960,medium,0,0,2
27,Individual Assignment,Tuesday,0,51,2,30.0,0,0,0,0,0,51,medium,1,0,1
27,Individual Assignment,Tuesday,0,45,2,19.0,0,0,0,0,0,45,medium,1,0,2
27,Group Assignment,Thursday,19,10,4,13.0,0,0,0,1,1,1150,medium,0,1,4
27,Group Assignment,Thursday,19,5,4,10.0,0,0,0,1,1,1145,short,0,1,5
27,Group Assignment,Friday,18,47,5,15.0,0,0,0,1,0,1127,medium,0,0,1
27,Group Assignment,Friday,18,52,5,6.0,0,0,0,1,0,1132,short,0,0,2
27,Individual Assignment,Friday,23,39,5,14.0,0,0,0,0,0,1419,medium,0,0,1
27,Individual Assignment,Friday,23,46,5,5.0,0,0,0,0,0,1426,short,0,0,2
